,V1,V2
15129,DB00864,DB09104
15130,DB00864,DB09135
15131,DB00864,DB09185
15132,DB00864,DB09395
15133,DB00864,DB09418
15134,DB00864,DB09502
15135,DB00864,DB11587
15136,DB00864,DB00327
15137,DB00864,DB00296
15138,DB00864,DB01036
15139,DB00864,DB01105
15140,DB00864,DB01215
15141,DB00864,DB04574
15142,DB00864,DB05541
15143,DB00864,DB00341
15144,DB00864,DB01137
15145,DB00864,DB06696
15146,DB00864,DB00314
15147,DB00864,DB05239
15148,DB00864,DB00458
15149,DB00864,DB11967
15150,DB00864,DB09125
15151,DB00864,DB14500
15152,DB00864,DB13275
15153,DB00864,DB01017
15154,DB00864,DB00312
15155,DB00864,DB11586
15156,DB01645,DB00864
15157,DB00864,DB00454
15158,DB00864,DB00241
15159,DB00864,DB00301
15160,DB00864,DB00418
15161,DB00864,DB00754
15162,DB00864,DB01138
15163,DB00864,DB01609
15164,DB00864,DB08883
15165,DB00864,DB08911
15166,DB13952,DB00864
15167,DB00864,DB14652
15168,DB00864,DB00624
15169,DB00864,DB00204
15170,DB00864,DB01223
15171,DB13879,DB00864
15172,DB00864,DB15035
15173,DB00864,DB00627
15174,DB00864,DB01395
15175,DB00864,DB01411
15176,DB00864,DB09071
15177,DB00864,DB09079
15178,DB00864,DB11952
15179,DB00864,DB01184
15180,DB00864,DB01218
15181,DB00864,DB06335
15182,DB00864,DB06605
15183,DB00864,DB12483
15184,DB00864,DB14541
15185,DB00864,DB15444
15186,DB09061,DB00864
15187,DB00864,DB00938
15188,DB00864,DB01267
15189,DB00864,DB00608
15190,DB00864,DB00802
15191,DB00864,DB11689
15192,DB00655,DB00864
15193,DB00864,DB06543
15194,DB00864,DB12289
15195,DB00864,DB12598
15196,DB00864,DB14094
15197,DB00864,DB00606
15198,DB00864,DB00774
15199,DB00864,DB00437
15200,DB00448,DB00864
15201,DB00864,DB11986
15202,DB00864,DB05246
15203,DB00864,DB00381
15204,DB00864,DB00909
15205,DB00864,DB08980
15206,DB00864,DB13791
15207,DB00864,DB13725
15208,DB00864,DB06152
15209,DB00864,DB07615
15210,DB00864,DB11960
15211,DB00864,DB15982
15212,DB00552,DB00877
15213,DB00795,DB00877
15214,DB00851,DB00877
15215,DB00888,DB00877
15216,DB01041,DB00877
15217,DB01168,DB00877
15218,DB05260,DB00877
15219,DB08059,DB00877
15220,DB08871,DB00877
15221,DB08908,DB00877
15222,DB09091,DB00877
15223,DB11466,DB00877
15224,DB11708,DB00877
15225,DB12612,DB00877
15226,DB12996,DB00877
15227,DB01169,DB00877
15228,DB00495,DB00877
15229,DB08910,DB00877
15230,DB11817,DB00877
15231,DB00853,DB00877
15232,DB04572,DB00877
15233,DB08877,DB00877
15234,DB00970,DB00877
15235,DB00328,DB00877
15236,DB00428,DB00877
15237,DB01611,DB00877
15238,DB09054,DB00877
15239,DB00547,DB00877
15240,DB00337,DB00877
15241,DB00877,DB06413
15242,DB00790,DB00877
15243,DB00877,DB14217
15244,DB00877,DB00802
15245,DB00564,DB00877
15246,DB01215,DB00877
15247,DB00877,DB00199
15248,DB00877,DB06233
15249,DB00877,DB06287
15250,DB00877,DB11554
15251,DB00877,DB01590
15252,DB08895,DB00877
15253,DB13467,DB00877
15254,DB00864,DB00877
15255,DB09022,DB00877
15256,DB09200,DB00877
15257,DB00877,DB13592
15258,DB00201,DB00877
15259,DB01223,DB00877
15260,DB00877,DB11919
15261,DB00877,DB13520
15262,DB00775,DB00877
15263,DB00877,DB05767
15264,DB00877,DB08814
15265,DB08881,DB00877
15266,DB11633,DB00877
15267,DB00214,DB00877
15268,DB00877,DB01583
15269,DB00877,DB00451
15270,DB00877,DB00862
15271,DB00877,DB08820
15272,DB08901,DB00877
15273,DB11581,DB00877
15274,DB12026,DB00877
15275,DB13874,DB00877
15276,DB13879,DB00877
15277,DB11986,DB00877
15278,DB12500,DB00877
15279,DB01267,DB00877
15280,DB15822,DB00877
15281,DB00945,DB00877
15282,DB00586,DB00877
15283,DB01050,DB00877
15284,DB00312,DB00877
15285,DB00625,DB00877
15286,DB00877,DB11586
15287,DB01645,DB00877
15288,DB12015,DB00877
15289,DB00877,DB00241
15290,DB00877,DB00301
15291,DB00418,DB00877
15292,DB00570,DB00877
15293,DB00675,DB00877
15294,DB00877,DB00754
15295,DB00877,DB00898
15296,DB01011,DB00877
15297,DB00877,DB01138
15298,DB01609,DB00877
15299,DB08883,DB00877
15300,DB08911,DB00877
15301,DB13952,DB00877
15302,DB14539,DB00877
15303,DB14545,DB00877
15304,DB00877,DB14652
15305,DB08970,DB00877
15306,DB00333,DB00877
15307,DB00448,DB00877
15308,DB00624,DB00877
15309,DB01229,DB00877
15310,DB13943,DB00877
15311,DB00454,DB00877
15312,DB01047,DB00877
15313,DB08971,DB00877
15314,DB09095,DB00877
15315,DB01183,DB00877
15316,DB11779,DB00877
15317,DB01406,DB00877
15318,DB04896,DB00877
15319,DB00877,DB00215
15320,DB00921,DB00877
15321,DB01254,DB00877
15322,DB08864,DB00877
15323,DB00877,DB11837
15324,DB00877,DB00627
15325,DB00668,DB00877
15326,DB00877,DB02709
15327,DB00877,DB06268
15328,DB06774,DB00877
15329,DB12010,DB00877
15330,DB00358,DB00877
15331,DB00845,DB00877
15332,DB06616,DB00877
15333,DB12070,DB00877
15334,DB01395,DB00877
15335,DB01411,DB00877
15336,DB05239,DB00877
15337,DB09071,DB00877
15338,DB09079,DB00877
15339,DB11952,DB00877
15340,DB00501,DB00877
15341,DB00762,DB00877
15342,DB00938,DB00877
15343,DB00877,DB01184
15344,DB00877,DB01218
15345,DB01238,DB00877
15346,DB06335,DB00877
15347,DB00877,DB06605
15348,DB09053,DB00877
15349,DB12483,DB00877
15350,DB14185,DB00877
15351,DB00877,DB14541
15352,DB00877,DB01095
15353,DB01248,DB00877
15354,DB15444,DB00877
15355,DB09061,DB00877
15356,DB00608,DB00877
15357,DB00813,DB00877
15358,DB00877,DB11689
15359,DB00655,DB00877
15360,DB00780,DB00877
15361,DB05804,DB00877
15362,DB00458,DB00877
15363,DB00877,DB06543
15364,DB09125,DB00877
15365,DB00877,DB12289
15366,DB00877,DB12598
15367,DB00877,DB14094
15368,DB00606,DB00877
15369,DB00774,DB00877
15370,DB00742,DB00877
15371,DB06695,DB00877
15372,DB00877,DB01079
15373,DB09075,DB00877
15374,DB11995,DB00877
15375,DB00877,DB11967
15376,DB01261,DB00877
15377,DB00437,DB00877
15378,DB01418,DB00877
15379,DB13275,DB00877
15380,DB14055,DB00877
15381,DB04855,DB00877
15382,DB00381,DB00877
15383,DB00836,DB00877
15384,DB00909,DB00877
15385,DB04743,DB00877
15386,DB00877,DB07615
15387,DB00877,DB05246
15388,DB00877,DB06152
15389,DB00877,DB08980
15390,DB09216,DB00877
15391,DB00877,DB11960
15392,DB00877,DB13725
15393,DB00877,DB13791
15394,DB01234,DB00877
15395,DB00877,DB00180
15396,DB00877,DB00741
15397,DB00959,DB00877
15398,DB00877,DB14845
15399,DB00877,DB15982
15400,DB00328,DB00888
15401,DB00428,DB00888
15402,DB00495,DB00888
15403,DB00552,DB00888
15404,DB00564,DB00888
15405,DB00888,DB00570
15406,DB00888,DB00762
15407,DB00795,DB00888
15408,DB00851,DB00888
15409,DB00853,DB00888
15410,DB00888,DB00877
15411,DB00970,DB00888
15412,DB01041,DB00888
15413,DB01168,DB00888
15414,DB01169,DB00888
15415,DB00888,DB01229
15416,DB00888,DB01248
15417,DB01254,DB00888
15418,DB00888,DB01590
15419,DB01611,DB00888
15420,DB00888,DB04572
15421,DB05260,DB00888
15422,DB00888,DB06287
15423,DB00888,DB06616
15424,DB08059,DB00888
15425,DB08871,DB00888
15426,DB08877,DB00888
15427,DB08901,DB00888
15428,DB08908,DB00888
15429,DB08910,DB00888
15430,DB09053,DB00888
15431,DB00888,DB09054
15432,DB11466,DB00888
15433,DB11708,DB00888
15434,DB11817,DB00888
15435,DB12612,DB00888
15436,DB12996,DB00888
15437,DB00337,DB00888
15438,DB00888,DB01116
15439,DB08895,DB00888
15440,DB00864,DB00888
15441,DB00888,DB13467
15442,DB00888,DB00241
15443,DB00312,DB00888
15444,DB00333,DB00888
15445,DB00888,DB00334
15446,DB00418,DB00888
15447,DB00458,DB00888
15448,DB00888,DB00777
15449,DB00915,DB00888
15450,DB01036,DB00888
15451,DB01148,DB00888
15452,DB01238,DB00888
15453,DB00888,DB13254
15454,DB00888,DB13738
15455,DB00888,DB13844
15456,DB00598,DB00888
15457,DB00888,DB08807
15458,DB00888,DB13757
15459,DB00888,DB00184
15460,DB00888,DB00180
15461,DB00959,DB00888
15462,DB01234,DB00888
15463,DB08970,DB00888
15464,DB09091,DB00888
15465,DB14539,DB00888
15466,DB14545,DB00888
15467,DB00888,DB14541
15468,DB00888,DB14652
15469,DB00888,DB00741
15470,DB01047,DB00888
15471,DB00547,DB00888
15472,DB08971,DB00888
15473,DB09095,DB00888
15474,DB00888,DB00675
15475,DB00775,DB00888
15476,DB00945,DB00888
15477,DB00888,DB01138
15478,DB00888,DB02709
15479,DB04743,DB00888
15480,DB00888,DB05767
15481,DB00888,DB07615
15482,DB00888,DB08814
15483,DB01418,DB00888
15484,DB00888,DB06543
15485,DB00888,DB06605
15486,DB06695,DB00888
15487,DB09075,DB00888
15488,DB09125,DB00888
15489,DB00888,DB12289
15490,DB00888,DB12598
15491,DB13275,DB00888
15492,DB14055,DB00888
15493,DB00888,DB14094
15494,DB00606,DB00888
15495,DB00774,DB00888
15496,DB00437,DB00888
15497,DB01609,DB00898
15498,DB01017,DB00898
15499,DB01041,DB00898
15500,DB09053,DB00898
15501,DB00813,DB00898
15502,DB08895,DB00898
15503,DB00898,DB00862
15504,DB00333,DB00898
15505,DB01418,DB00898
15506,DB14055,DB00898
15507,DB01168,DB00898
15508,DB00182,DB00898
15509,DB00898,DB00215
15510,DB00898,DB00241
15511,DB00312,DB00898
15512,DB00323,DB00898
15513,DB00327,DB00898
15514,DB00898,DB00334
15515,DB00341,DB00898
15516,DB00898,DB00344
15517,DB00418,DB00898
15518,DB00454,DB00898
15519,DB00458,DB00898
15520,DB00898,DB00532
15521,DB00564,DB00898
15522,DB00898,DB00614
15523,DB00898,DB00652
15524,DB00898,DB00754
15525,DB00898,DB00777
15526,DB00780,DB00898
15527,DB00898,DB00802
15528,DB00843,DB00898
15529,DB00909,DB00898
15530,DB00898,DB00985
15531,DB00898,DB00998
15532,DB00898,DB01037
15533,DB00898,DB01065
15534,DB00898,DB01104
15535,DB01105,DB00898
15536,DB00898,DB01176
15537,DB01215,DB00898
15538,DB01238,DB00898
15539,DB01267,DB00898
15540,DB01367,DB00898
15541,DB00898,DB01442
15542,DB00898,DB01534
15543,DB00898,DB01588
15544,DB00898,DB04872
15545,DB04896,DB00898
15546,DB00898,DB05246
15547,DB05541,DB00898
15548,DB00898,DB06579
15549,DB08059,DB00898
15550,DB00898,DB08329
15551,DB00898,DB08815
15552,DB08883,DB00898
15553,DB08910,DB00898
15554,DB00898,DB09011
15555,DB09061,DB00898
15556,DB09071,DB00898
15557,DB09185,DB00898
15558,DB00898,DB11428
15559,DB00898,DB12308
15560,DB00898,DB12930
15561,DB00898,DB13256
15562,DB00898,DB13520
15563,DB00898,DB13791
15564,DB00898,DB13841
15565,DB00898,DB13984
15566,DB14185,DB00898
15567,DB00898,DB14715
15568,DB12010,DB00898
15569,DB00310,DB00898
15570,DB00774,DB00898
15571,DB00625,DB00898
15572,DB00898,DB00627
15573,DB09401,DB00898
15574,DB00864,DB00898
15575,DB00915,DB00898
15576,DB00921,DB00898
15577,DB00945,DB00898
15578,DB01148,DB00898
15579,DB00898,DB13254
15580,DB00898,DB13738
15581,DB00898,DB13844
15582,DB00201,DB00898
15583,DB00898,DB11837
15584,DB08881,DB00898
15585,DB00214,DB00898
15586,DB00898,DB00275
15587,DB00296,DB00898
15588,DB00598,DB00898
15589,DB00703,DB00898
15590,DB00742,DB00898
15591,DB00790,DB00898
15592,DB00800,DB00898
15593,DB01169,DB00898
15594,DB01229,DB00898
15595,DB00898,DB08931
15596,DB01357,DB00898
15597,DB01395,DB00898
15598,DB04574,DB00898
15599,DB06713,DB00898
15600,DB13044,DB00898
15601,DB13866,DB00898
15602,DB00282,DB00898
15603,DB00358,DB00898
15604,DB00495,DB00898
15605,DB00501,DB00898
15606,DB00608,DB00898
15607,DB00898,DB01095
15608,DB00938,DB00898
15609,DB01411,DB00898
15610,DB09079,DB00898
15611,DB11952,DB00898
15612,DB15444,DB00898
15613,DB11633,DB00898
15614,DB01248,DB00898
15615,DB00762,DB00898
15616,DB00204,DB00898
15617,DB00877,DB00898
15618,DB01223,DB00898
15619,DB01254,DB00898
15620,DB01590,DB00898
15621,DB04855,DB00898
15622,DB06287,DB00898
15623,DB00675,DB00898
15624,DB05239,DB00898
15625,DB12015,DB00898
15626,DB13874,DB00898
15627,DB09054,DB00898
15628,DB00570,DB00898
15629,DB04572,DB00898
15630,DB11581,DB00898
15631,DB15035,DB00898
15632,DB06616,DB00898
15633,DB08877,DB00898
15634,DB08901,DB00898
15635,DB12483,DB00898
15636,DB11817,DB00898
15637,DB00213,DB00898
15638,DB00448,DB00898
15639,DB00898,DB06605
15640,DB12500,DB00898
15641,DB00898,DB11689
15642,DB01011,DB00898
15643,DB08846,DB00898
15644,DB00428,DB00898
15645,DB01234,DB00898
15646,DB00898,DB06413
15647,DB00898,DB01079
15648,DB01137,DB00898
15649,DB00898,DB02709
15650,DB11443,DB00898
15651,DB13772,DB00898
15652,DB13952,DB00898
15653,DB00851,DB00898
15654,DB01184,DB00898
15655,DB01645,DB00898
15656,DB06774,DB00898
15657,DB00898,DB11919
15658,DB00898,DB11967
15659,DB12026,DB00898
15660,DB00898,DB13592
15661,DB00655,DB00898
15662,DB00898,DB11586
15663,DB13943,DB00898
15664,DB00898,DB00184
15665,DB00836,DB00898
15666,DB01036,DB00898
15667,DB00898,DB06268
15668,DB00898,DB07615
15669,DB00898,DB13919
15670,DB00624,DB00898
15671,DB00381,DB00898
15672,DB00244,DB00898
15673,DB00328,DB00898
15674,DB00461,DB00898
15675,DB00482,DB00898
15676,DB00586,DB00898
15677,DB00749,DB00898
15678,DB00795,DB00898
15679,DB00814,DB00898
15680,DB01050,DB00898
15681,DB01250,DB00898
15682,DB01399,DB00898
15683,DB01424,DB00898
15684,DB01600,DB00898
15685,DB02224,DB00898
15686,DB04743,DB00898
15687,DB06736,DB00898
15688,DB07402,DB00898
15689,DB08991,DB00898
15690,DB09213,DB00898
15691,DB09216,DB00898
15692,DB11466,DB00898
15693,DB13286,DB00898
15694,DB09212,DB00898
15695,DB11986,DB00898
15696,DB00909,DB06616
15697,DB09075,DB00909
15698,DB08877,DB00909
15699,DB00921,DB00909
15700,DB00909,DB01017
15701,DB00909,DB08883
15702,DB00909,DB01041
15703,DB00909,DB01590
15704,DB00909,DB00184
15705,DB00909,DB01116
15706,DB00909,DB00358
15707,DB00501,DB00909
15708,DB00909,DB00625
15709,DB00909,DB01065
15710,DB00333,DB00909
15711,DB00909,DB00495
15712,DB00909,DB00898
15713,DB01105,DB00909
15714,DB04896,DB00909
15715,DB00909,DB01104
15716,DB00909,DB06200
15717,DB00909,DB08980
15718,DB00909,DB13725
15719,DB00909,DB05246
15720,DB00909,DB13791
15721,DB00909,DB00381
15722,DB00909,DB06152
15723,DB00909,DB07615
15724,DB00909,DB11960
15725,DB00909,DB12766
15726,DB04743,DB00909
15727,DB09216,DB00909
15728,DB00909,DB00836
15729,DB00909,DB04855
15730,DB00909,DB00204
15731,DB00909,DB08807
15732,DB00909,DB13757
15733,DB00598,DB00909
15734,DB00909,DB13467
15735,DB06824,DB00909
15736,DB00909,DB00777
15737,DB01036,DB00909
15738,DB01148,DB00909
15739,DB00909,DB13254
15740,DB00909,DB13738
15741,DB00909,DB13844
15742,DB00909,DB00199
15743,DB00909,DB00233
15744,DB00244,DB00909
15745,DB00795,DB00909
15746,DB01250,DB00909
15747,DB00909,DB13590
15748,DB00909,DB00703
15749,DB00909,DB00852
15750,DB00909,DB01255
15751,DB00909,DB14185
15752,DB09104,DB00909
15753,DB00608,DB00909
15754,DB00909,DB08895
15755,DB01169,DB00909
15756,DB00909,DB01184
15757,DB00909,DB01218
15758,DB01267,DB00909
15759,DB00448,DB00909
15760,DB00182,DB00909
15761,DB00909,DB00241
15762,DB00323,DB00909
15763,DB00327,DB00909
15764,DB00909,DB00334
15765,DB00341,DB00909
15766,DB00909,DB00344
15767,DB00418,DB00909
15768,DB00909,DB00532
15769,DB00909,DB00614
15770,DB00909,DB00652
15771,DB00909,DB00754
15772,DB00909,DB00843
15773,DB00909,DB00985
15774,DB00909,DB00998
15775,DB00909,DB01037
15776,DB00909,DB01168
15777,DB00909,DB01176
15778,DB01215,DB00909
15779,DB00909,DB01238
15780,DB00909,DB01442
15781,DB00909,DB01534
15782,DB00909,DB01588
15783,DB00909,DB04872
15784,DB05541,DB00909
15785,DB00909,DB06579
15786,DB00909,DB08059
15787,DB00909,DB08329
15788,DB00909,DB09011
15789,DB09071,DB00909
15790,DB00909,DB11428
15791,DB00909,DB12308
15792,DB00909,DB12930
15793,DB00909,DB13256
15794,DB00909,DB13520
15795,DB00909,DB13841
15796,DB00909,DB13984
15797,DB00909,DB14715
15798,DB00909,DB08815
15799,DB00454,DB00909
15800,DB00909,DB00802
15801,DB00813,DB00909
15802,DB00909,DB00275
15803,DB00909,DB13919
15804,DB00909,DB14217
15805,DB08881,DB00909
15806,DB00909,DB11919
15807,DB00909,DB13592
15808,DB00201,DB00909
15809,DB00909,DB01223
15810,DB00742,DB00909
15811,DB00909,DB01079
15812,DB00909,DB06605
15813,DB00909,DB09079
15814,DB11817,DB00909
15815,DB00909,DB11952
15816,DB11995,DB00909
15817,DB12026,DB00909
15818,DB00909,DB00862
15819,DB12500,DB00909
15820,DB00909,DB09054
15821,DB00909,DB11689
15822,DB00909,DB01593
15823,DB01261,DB00909
15824,DB06335,DB00909
15825,DB00909,DB09022
15826,DB00909,DB09200
15827,DB06695,DB00909
15828,DB00909,DB08871
15829,DB00909,DB11443
15830,DB00909,DB11448
15831,DB00909,DB13772
15832,DB00909,DB00938
15833,DB08864,DB00909
15834,DB00282,DB00909
15835,DB00456,DB00909
15836,DB00461,DB00909
15837,DB00482,DB00909
15838,DB00586,DB00909
15839,DB00749,DB00909
15840,DB00923,DB00909
15841,DB01329,DB00909
15842,DB01331,DB00909
15843,DB01399,DB00909
15844,DB01424,DB00909
15845,DB01600,DB00909
15846,DB06736,DB00909
15847,DB07402,DB00909
15848,DB08991,DB00909
15849,DB09213,DB00909
15850,DB11466,DB00909
15851,DB13286,DB00909
15852,DB13470,DB00909
15853,DB13499,DB00909
15854,DB13638,DB00909
15855,DB01050,DB00909
15856,DB09212,DB00909
15857,DB11512,DB00909
15858,DB06696,DB00909
15859,DB00552,DB00909
15860,DB00314,DB00909
15861,DB00790,DB00909
15862,DB00909,DB09125
15863,DB00909,DB14500
15864,DB00909,DB00158
15865,DB00296,DB00909
15866,DB00319,DB00909
15867,DB00415,DB00909
15868,DB00437,DB00909
15869,DB00624,DB00909
15870,DB00775,DB00909
15871,DB00800,DB00909
15872,DB00851,DB00909
15873,DB00853,DB00909
15874,DB00915,DB00909
15875,DB00995,DB00909
15876,DB01011,DB00909
15877,DB01367,DB00909
15878,DB01427,DB00909
15879,DB08911,DB00909
15880,DB09091,DB00909
15881,DB09135,DB00909
15882,DB09185,DB00909
15883,DB09395,DB00909
15884,DB09418,DB00909
15885,DB09502,DB00909
15886,DB11587,DB00909
15887,DB13943,DB00909
15888,DB00909,DB00214
15889,DB00909,DB00310
15890,DB00909,DB00606
15891,DB00909,DB00774
15892,DB00909,DB13663
15893,DB13952,DB00909
15894,DB01137,DB00909
15895,DB01183,DB00909
15896,DB09095,DB00909
15897,DB00909,DB06287
15898,DB00909,DB00570
15899,DB00909,DB00970
15900,DB00909,DB05239
15901,DB08910,DB00909
15902,DB11581,DB00909
15903,DB00909,DB12483
15904,DB01254,DB00909
15905,DB00458,DB00909
15906,DB00909,DB11967
15907,DB00909,DB01609
15908,DB12010,DB00909
15909,DB13874,DB00909
15910,DB13879,DB00909
15911,DB11633,DB00909
15912,DB12070,DB00909
15913,DB00845,DB00909
15914,DB01234,DB00909
15915,DB00909,DB08970
15916,DB00909,DB14652
15917,DB00909,DB01047
15918,DB00909,DB08971
15919,DB00909,DB08820
15920,DB00909,DB09053
15921,DB00909,DB14539
15922,DB00909,DB14541
15923,DB00909,DB15444
15924,DB00909,DB00741
15925,DB00909,DB00762
15926,DB00909,DB11586
15927,DB00655,DB00909
15928,DB00909,DB01229
15929,DB00909,DB00675
15930,DB00909,DB01248
15931,DB08901,DB00909
15932,DB00909,DB14055
15933,DB00909,DB11638
15934,DB00312,DB00909
15935,DB00213,DB00909
15936,DB00909,DB11837
15937,DB00909,DB01095
15938,DB00909,DB06268
15939,DB00328,DB00909
15940,DB00909,DB12015
15941,DB00909,DB01418
15942,DB00780,DB00909
15943,DB09061,DB00909
15944,DB00909,DB00668
15945,DB00909,DB00215
15946,DB00945,DB00909
15947,DB00909,DB06413
15948,DB00564,DB00909
15949,DB00909,DB11986
15950,DB00909,DB01395
15951,DB04574,DB00909
15952,DB00909,DB09401
15953,DB00909,DB01357
15954,DB00909,DB06713
15955,DB00909,DB13866
15956,DB00909,DB13044
15957,DB00909,DB01611
15958,DB00814,DB00909
15959,DB00864,DB00909
15960,DB00909,DB00877
15961,DB15822,DB00909
15962,DB00909,DB15982
15963,DB00915,DB00652
15964,DB00915,DB00802
15965,DB00921,DB00915
15966,DB00327,DB00915
15967,DB00333,DB00915
15968,DB00915,DB00454
15969,DB00915,DB00813
15970,DB00915,DB00241
15971,DB00915,DB00777
15972,DB00915,DB01116
15973,DB00915,DB13254
15974,DB00915,DB13738
15975,DB00915,DB13844
15976,DB00915,DB00334
15977,DB00915,DB01238
15978,DB00915,DB08815
15979,DB00915,DB00888
15980,DB00915,DB04572
15981,DB00915,DB06756
15982,DB00915,DB06774
15983,DB00915,DB00898
15984,DB00915,DB00199
15985,DB00608,DB00915
15986,DB00915,DB00625
15987,DB00915,DB00836
15988,DB00915,DB00985
15989,DB00915,DB06200
15990,DB00915,DB08980
15991,DB00915,DB13791
15992,DB00915,DB01137
15993,DB00915,DB00458
15994,DB00915,DB15982
15995,DB00915,DB00215
15996,DB00915,DB01169
15997,DB00915,DB01184
15998,DB00915,DB01218
15999,DB00915,DB01267
16000,DB00915,DB13725
16001,DB00915,DB04855
16002,DB08881,DB00915
16003,DB00915,DB00184
16004,DB00501,DB00915
16005,DB00915,DB00668
16006,DB00915,DB12598
16007,DB00915,DB00938
16008,DB11633,DB00915
16009,DB11817,DB00915
